,IUCA,Texto,Etiqueta
330,42,¿Que necesito presentar para dar constancia de mi domicilio fiscal?,manera
332,42,"Si mi domicilio fiscal no es el lugar donde vivo, ¿qué tramites debo hacer para acreditarlo?",manera
333,42,¿Cómo debo proceder cuando el domicilio fiscal que declaro no es el que tengo en el DNI?,manera
375,47,¿Qué documentación deben presentar los condóminos para inscribirse?,manera
377,47,¿Cuáles son los requisitos para que un condómino sea monotributista?,manera
381,47,¿Cuál es el tratamiento especial para los condominios?,manera
382,48,¿Qué opciones tengo para elegir en cuanto al aporte jubilatorio?,manera
383,48,¿Cuáles son las posibilidades de aportes jubilatorios que tienen los monotributistas?,manera
385,48,¿Cuáles son las opciones que tengo para el aporte de jubilación?,manera
386,48,"Cómo monotributista, ¿que opciones tengo para los aportes de jubilación?",manera
387,48,¿Qué opciones tengo en cuanto a los aportes jubilatorios?,manera
388,48,¿Qué opción para aporte jubilatorio debo ingresar?,manera
390,48,¿Cuál opción me corresponde seleccionar para aportes de jubilación?,manera
391,49,En caso que por mi actividad no esté obligado a considerar los parámetros ¿Cómo debo completar estos campos?,manera
393,49,¿Qué debo escribir en los espacios destinados a los parámetros si por mi actividad no estoy a ingresarlos?,manera
394,49,¿Cómo debo contestar en los campos donde por mi actividad no debo considerarlos?,manera
395,49,¿Qué es lo que debo ingresar cuando no estoy obligado a contestar?,manera
396,49,"Si no necesito poner ingresos brutos, ¿qué debo poner en su lugar?",manera
397,49,¿Que pongo en los campos en los que no necesito contestar dada mi actividad?,manera
409,51,¿Qué deben hacer las sucesiones indivisas que son monotributistas?,manera
411,51,¿Qué conceptos deben abonar las sucesiones indivisas?,manera
412,51,¿Qué deben ingresar las sucesiones indivisas monotributistas?,manera
415,51,"Además del componente impositivo, ¿qué deben ingresar las sucesiones indivisas adheridas al monotributo?",manera
416,51,"¿Si una sucesión indivisa está adherida al monotributo, qué debe abonar?",manera
417,52,Si soy asociado de una Cooperativa de Trabajo ¿Cómo me doy de alta en el Monotributo? ,manera
418,52,¿Cuál es el trámite de alta que debe realizar un asociado de una Cooperativa de Trabajo?,manera
420,52,¿Qué debo hacer para inscribirme al monotributo si soy asociado a una cooperativa de trabajo?,manera
423,52,¿Cómo puedo realizar el trámite de inscripción al monotributo si estoy asociado a una cooperativa de trabajo?,manera
460,57,Si me pasé de Responsable Inscripto a Monotributista ¿Qué hago con el saldo a favor que tenía?,manera
461,57,¿Hay algún tratamiento para el saldo a favor que tenía cuando era Responsable Inscripto?,manera
463,57,"Si siendo responsable inscripto tenía un saldo a favor en el impuesto a las ganancias, ¿qué sucederá con el mismo cuando me traspase al monotributo?",manera
466,57,¿Qué sucederá con mi saldo a favor cuando deje de ser responsable inscripto y pase a ser monotributista?,manera
467,57,"Si un responsable inscripto con saldo a favor se cambia al monotributo, ¿qué sucede con ese saldo?",manera
468,58,¿Qué cosas puedo hacer en el portal Monotributo?,manera
469,58,¿Qué documentación puedo obtener en el servicio de Monotributo?,manera
470,58,"¿Qué trámites puedo hacer en ""Mi Monotributo""?",manera
471,58,¿Qué cosas puedo hacer en la sección de monotributo?,manera
473,58,¿Qué otros trámites puedo realizar en la parte de monotributo además de darle el alta?,manera
489,60,¿Cómo obtengo una nueva credencial de pago?,manera
608,75,¿Qué parámetros debo tener en cuenta para recategorizarme?,manera
609,75,¿Qué cosas debo tener en cuenta al momento de la recategorización?,manera
610,75,¿Cuáles son los parámetros que influyen en la recategorización?,manera
611,75,¿Qué parámetros se tienen que considerar en la recategorización?,manera
612,75,¿Qué parámetros se deben considerar en la recategorización?,manera
613,75,¿Qué variables se debe considerar en la recategorización?,manera
614,75,"En la recategorización, ¿Qué parámetros se tienen que considerar?",manera
615,75,¿Cuáles son las variables a considerar en la recategorización?,manera
616,76,¿Cómo me recategorizo si aún no transcurrieron 12 meses desde mi inscripción? ,manera
617,76,¿Cómo determino mis parámetros si no pasaron 12 meses desde mi inscripción?,manera
619,76,"¿De qué forma se lleva a  cabo el cálculo a los efectos de la recategorización, en el caso que no se supere el año de antiguedad realizando una actividad?",manera
620,76,"Si se desarrolla una  actividad y no sean transcurrieron 12 meses, ¿De qué manera se realiza el cálculo a los efectos de la recategorización?",manera
621,76,"Si desde el inicio de una actividad no han pasados los doce meses, ¿Cómo se lleva a cabo el cálculo a los efectos de la recategorización?",manera
622,76,"Para el caso de una persona que realiza una actividad y todavía no supera el año, ¿De qué forma se realiza el cálculo a los efectos de la recategorización?",manera
623,76,"¿Cómo se debe de realizar el cálculo a los efectos de la recategorización, en el caso que no transcurrieron 12 meses desde el inicio de una actividad?",manera
649,80,¿Cómo completo los parámetros que no tengo que tener en cuenta de acuerdo a mi actividad?,manera
650,80,¿Qué debo poner en los campos a completar por parámetros que no debo tener en cuenta en mi Monotributo?,manera
651,80,"¿Cómo se deben completar los campos correspondientes al momento de realizar la adhesión o recategorización al Monotributo, si por el tipo de actividad no se deben considerar determinados parámetros tales como: ingresos brutos, superficie afectada, energía eléctrica, monto de alquileres o precio unitario?",manera
652,80,"¿De qué manera se deben completar los campos correspondientes al momento de llevar a cabo la adhesión o recategorización al Monotributo, para el caso de actividades que no se deben considerar determinados parámetros tales como: ingresos brutos, superficie afectada, energía eléctrica, monto de alquileres o precio unitario?",manera
653,80,"Para el caso de tipos de actividades que no consideran parámetros tales como: ingresos brutos, superficie afectada, energía eléctrica, monto de alquileres o precio unitario, ¿De qué manera se completan los campos correspondientes al momento de realizar la adhesión o recategorización al Monotributo?",manera
654,80,"Si un tipo de actividades no tiene en cuenta parámetros tales como: ingresos brutos, superficie afectada, energía eléctrica, monto de alquileres o precio unitario, ¿Cómo se dejan los campos correspondientes al momento de realizar la adhesión o recategorización al Monotributo?",manera
655,80,"¿Cómo se rellenan los campos correspondientes al momento de realizar la adhesión o recategorización al Monotributo, si por el tipo de actividad no se les corresponde determinados parámetros tales como: ingresos brutos, superficie afectada, energía eléctrica, monto de alquileres o precio unitario?",manera
657,81,Pasar de Monotributo a Monotributo del Régimen de Inclusión social y promoción del trabajo independiente ¿Es cambiar de categoría o de régimen? ,manera
672,83,¿Qué parámetros tiene en cuenta AFIP para recategorizarme?,manera
674,83,¿Qué información tiene en cuenta AFIP al momento de recategorizarme de oficio?,manera
675,83,¿Qué variables se aplicarán para determinar la recategorización de oficio?,manera
676,83,"Para determinar la recategorización de oficio, ¿Qué parámetros se aplicarán?",manera
677,83,¿Qué normativas se tendrán en cuenta para determinar la recategorización de oficio?,manera
678,83,¿Qué procedimientos serán usados para  la recategorización de oficio?,manera
679,83,¿Qué variables se tendrán en cuenta para  la recategorización de oficio?,manera
680,84,¿Cómo me notifica AFIP de una recategorización de oficio?,manera
681,84,¿Cómo me entero que fui recategorizado de oficio?,manera
682,84,¿A través de qué vía AFIP me informa la recategorización de oficio?,manera
683,84,¿De qué manera se notifica la recategorización de oficio cuando sea por controles sistémicos?,manera
684,84,¿Cómo se lleva a cabo la notificación para la recategorización de oficio cuando sea por controles sistémicos?,manera
685,84,¿Cómo se realiza la notificación para la recategorización de oficio cuando sea por controles sistémicos?,manera
686,84,"En caso de  controles sistémicos, ¿Cómo se lleva a cabo la notificación para la recategorización de oficio?",manera
687,84,"En caso de  controles sistémicos, ¿ De qué manera se notifica la recategorización de oficio?",manera
754,93,¿Qué ocurre con el comercio exterior y el Monotributo?,manera
762,94,¿Qué ocurre con el comercio exterior y el Monotributo?,manera
787,97,¿Qué pasa si sólo permanezo en el Monotributo por pocos meses?,manera
799,98,¿Qué pasa si me quiero inscribir en el Monotributo pero soy extranjero?,manera
852,106,¿Cómo se contabilizan las unidades de explotación cuando se trata de parcelas?,manera
857,107,Si soy monotributista y me corresponde presentar el Impuesto a los Bienes Personales ¿Cómo tengo que hacer la declaración jurada?,manera
858,107,"Tengo que presentar el impuesto a los bienes personales, ¿Cómo hago la declaración jurada?",manera
859,107,¿Cómo debo presentar la declaración jurada sobre los bienes personales?,manera
862,108,"Si soy monotributista, tengo un local y deseo abrir otro en el que voy a realizar 3 actividades ¿Puedo seguir siendo monotributista o quedo excluido por tener más de 3 actividades?",manera
865,108,¿Cómo se cuentan las actividades y unidades de explotación?,manera
882,111,¿Qué pasa si al cabo de unos pocos meses en el Monotributo me excedo en el importe máximo de la última categoría?,manera
888,112,¿Qué hago si soy Monotributista e inicio una actividad por la que debería ser IVA exento?,manera
899,115,¿Cómo es el tratamiento de los condiminios en el monotributo?,manera
901,115,¿Cómo inscribo en el monotributo al condominio?,manera
904,115,¿Cómo es posible la adhesión de los condominios al monotributo?,manera
912,117,¿Cómo pago en efectivo?,manera
913,117,¿Cuál es el formulario para el pago en efectivo?,manera
915,117,¿Con qué formulario tengo que pagar en efectivo?,manera
937,122,¿Cómo se paga el monotributo?,manera
938,122,¿Cuáles son los medios disponibles para pagar el monotributo? ,manera
939,122,¿Qué opciones hay para pagar el monotributo?,manera
941,122,¿Con qué puedo pagar el Monotributo?,manera
962,127,¿Cómo tengo que hacer para pagar las cargas sociales de los empleados?,manera
963,127,¿Qué opciones hay para pagar las cargas sociales de los empleados?,manera
964,127,"Tengo que pagar caragas sociales de empleados, ¿Cómo lo hago?",manera
965,127,¿Cómo pago las cargas sociales de mis empleados?,manera
970,128,¿Cómo es el reintegro del componente impositivo?,manera
971,128,¿Cómo pido el reintegro del componente impositivo?,manera
973,128,¿Qué trámite hago para conseguir el componente impositivo?,manera
974,128,¿Cómo solicito la devolución del componente impositivo?,manera
975,128,¿Qué hago para que reintegren el componente impositivo?,manera
993,131,Si soy asociado de una Cooperativa de Trabajo ¿Qué conceptos abono?,manera
994,131,¿Qué debo abonar si soy socio de una cooperativa de trabajo?,manera
996,131,¿Me podrían informar cuáles son los conceptos que deberán abonar los asociados a cooperativas?,manera
997,131,¿Cuáles son los conceptos que deben pagar los socios de las cooperativas de trabajo?,manera
998,131,"Los socios de cooperativas de trabajo, ¿qué deben abonar?",manera
999,131,"Con respecto  los asociados a cooperativas de trabajo, ¿qué conceptos pagarán?",manera
1000,131,"Los socios de cooperativas, ¿qué tienen que pagar?",manera
1001,132,¿Qué sucede con el pago cuando mi cooperativa de trabajo está inscripta en el Registro Nacional de Efectores de Desarrollo Local y Economía Social?,manera
1003,132,¿Cuál es el tratamiento que recibirá la cooperativa si está inscrita en el registro nacional de efectores de desarrollo?,manera
1005,132,¿Qué tratamiento tendrá la cooperativa de trabajo al ser inscrita en el registro nacional de efectores?,manera
1023,135,¿Cómo se debe regularizar la deuda de monotributo de períodos posteriores a 07/2004?,manera
1024,135,¿Cómo es el trámite para regularizar la deuda de monotributo de períodos posteriores a 07/2004?,manera
1025,135,¿Puedo regularizar la deuda de monotributo de períodos posteriores a 07/2004 desde el portal de AFIP?,manera
1026,135,¿Cómo puedo regularizar la deuda de Monotributo de períodos posteriores a julio de 2004?,manera
1027,135,¿Cómo regularizo la deuda del monotributo de los períodos posteriores a julio de 2004?,manera
1028,135,"Tengo deuda de monotributo de 2005 en adelante, ¿cómo la regularizo?",manera
1029,135,"Tengo que pagar los periodos de monotributo de 2005 en adelante, ¿cómo hago?",manera
1030,135,"Para regularizar deuda de monotributo de 07 del año 2004, ¿cómo procedo?",manera
1031,136,¿Cómo puedo tomar el saldo de los pagos hechos erróneamente?,manera
1034,136,¿cómo solicito que reconsideren pagos imputados por error?,manera
1035,136,¿qué hago para reafectar pagos imputados por equivocación?,manera
1036,136,¿Qué debo hacer para que computen el pago erróneo?,manera
1038,136,"El pago erróneamente imputado, ¿cómo se puede reafectar?",manera
1046,138,¿Qué deudas figuran en el sitio web de AFIP?,manera
1047,138,¿Qué sucede si tengo deudas?,manera
1049,138,¿Qué efectos tienen las deudas de la AFIP?,manera
1050,138,¿Qué pasa si tengo deudas en el sistema?,manera
1051,138,¿En qué se derivan las deudas que aparecen en AFIP?,manera
1052,138,¿Qué consecuencias habrá si hay deudas en el sistema?,manera
1053,138,"Tengo deudas, ¿qué efecto va a producir?",manera
1054,139,¿Qué puedo hacer desde el servicio CCMA?,manera
1055,139,¿Qué operaciones puedo realizar desde el servicio CCMA?,manera
1056,139,¿Qué información obtengo del servicio CCMA?,manera
1057,139,¿Qué operaciones tiene el servicio CCMA?,manera
1058,139,¿Cuáles son las operaciones del CCMA?,manera
1059,139,"El servicio CCMA, ¿Qué operaciones posee?",manera
1060,139,No tengo en claro qué puedo hacer en el servicio CCMA.,manera
1061,139,¿Me podrías decir qué operaciones posee el servicio CCMA?,manera
1062,140,¿Cómo hago para reclamar una imputación incorrecta por parte de AFIP?,manera
1065,140,¿Qué puedo hacer si tengo una discrepancia?,manera
1066,140,¿Cómo reclamo la discrepancia con el sistema?,manera
1067,140,¿Cómo notifico una diferencia con el sistema?,manera
1068,140,"Tengo una diferencia con el sistema, ¿Cómo la comunico?",manera
1069,140,"Noto una discrepancia con el sistema, ¿Qué hago?",manera
1071,141,¿Cómo visualizo los beneficios previsionales en el sistema?,manera
1072,141,¿Cómo visualizo los beneficios previsionales en el servicio CCMA?,manera
1075,141,"Necesito ver los beneficios previsionales en el CCMA, ¿Qué hago?",manera
1076,142,¿Con qué medio puedo emitir las facturas?,manera
1077,142,¿Qué tipo de factura puedo realizar?,manera
1079,142,¿Qué tipos de facturación hay?,manera
1080,142,¿Cuáles son las opciones para facturar?,manera
1081,142,¿Qué métodos de facturación son válidos?,manera
1082,142,¿Qué facturación puedo hacer?,manera
1083,142,¿Cómo facturo?,manera
1087,143,¿Tengo que hacer facturación manual o electrónica?,manera
1097,144,¿Cómo me puede identificar un cliente que soy Monotributista?,manera
1102,144,¿Cómo demuestro mi condición de monotributista?,manera
1112,146,¿Qué sucede si no funciona el controlador fiscal? ,manera
1113,146, ¿Cómo emito facturas si el controlador fiscal no funciona?,manera
1115,146,¿Qué comprobante doy  si el controlador fiscal no funciona?,manera
1116,146,"Ante un problema con el controlador fiscal, ¿Cómo emito el comprobante?",manera
1117,146,¿Cómo facturo si no tengo controlador fiscal?,manera
1118,146,"Sin controlador fiscal, ¿cómo doy comprobante?",manera
1119,146,"Tengo problemas con el controlador fiscal, ¿cómo facturo?",manera
1121,147,¿Cómo distingo una factura de exportación?,manera
1152,151,¿Cómo diferencio un remito de los demás comprobantes?,manera
1198,157,¿Qué pasa si no muestro mi información de Monotributo en mi negocio?,manera
1199,157,¿Cuáles son las consecuencias de no exhibir mi documentación en el negocio?,manera
1206,157,¿Cuál es la sanción por no exhibir el comprobante en el local?,manera
1207,158,¿Qué pasa si no tengo respaldo de las facturas?,manera
1208,158,¿Cuáles son las consecuencias de no poseer los comprobantes de respaldo de mis operaciones?,manera
1212,158,¿Qué pasa si no tengo el respaldo de las operaciones que hice?,manera
1215,159,¿Qué pasa si mis operaciones no tienen su respectivo comprobante?,manera
1216,159,¿Cuáles son las consecuencias de no respaldo de mis operaciones?,manera
1220,159,¿Qué pasa si no tengo el respaldo de las operaciones que hice?,manera
1238,14,¿En qué categoría debo encuadrarme si inicio una actividad y opto por adherirme al Régimen Simplificado?,manera
1240,16,¿cómo se debe categorizar si se realiza más de una actividad?,manera
1241,17,"Siendo un empleado en relación de dependencia, que se inscribe en el Monotributo, ¿qué ingresos debe de computar para categorizarse?",manera
1244,20,"De realizar más de una actividad como monotributista, ¿cómo se determina cual es la principal?",manera
1245,21,"Si se desarrolla la actividad en el hogar, ¿cómo se computa la superficie y el consumo eléctrico a los fines de la categorización?",manera
1246,22,"Si se prestan servicios sin poseer un domicilio fijo ó se prestan servicios a domicilio, ¿qué parámetros deberán considerarse para la categorización?",manera
1258,34,"En caso de incorporar una actividad en el Monotributo, y continuar desarrollando otra actividad por el régimen general, ¿cómo se deben determinar los anticipos del Impuesto a las Ganancias?",manera
1261,37,¿Qué documentación deberán presentar las personas humanas para tramitar el número de CUIT en caso de optar por realizar el trámite de forma presencial?,manera
1263,39,¿Cómo debe proceder un extranjero que no posee D.N.I. para inscribirse en el Monotributo?,manera
1266,42,¿Cómo puede acreditarse el domicilio fiscal cuando coincida con el domicilio del DNI y no se registren constancias del mismo?,manera
1271,47,¿Cuál es el tratamiento aplicable a los condominios?,manera
1272,48,"¿Cuál de las opciones de ""Aporte de jubilación"" corresponde seleccionar?",manera
1273,49,"Si por el tipo de actividad no se deben considerar determinados parámetros tales como: ingresos brutos, superficie afectada, energía eléctrica, monto de alquileres o precio unitario, ¿cómo se deben completar los campos correspondientes a cada parámetro al momento de realizar la adhesión o recategorización al Monotributo?",manera
1275,51,¿Cuál será el componente que deberán ingresar las sucesiones indivisas adheridas al Monotributo?,manera
1276,52,¿Cómo se realiza la adhesión en el caso de asociados a Cooperativas de Trabajo?,manera
1281,57,"En el caso de haber sido Responsable Inscripto, y poseer saldo a favor en el Impuesto a las Ganancias por haber sufrido retenciones, al momento de ingresar al Régimen de Monotributo, ¿Cuál es el tratamiento de dicho saldo a favor?",manera
1282,58,"¿Qué trámites se podrán realizar a través del portal ""Monotributo""?",manera
1299,75,¿Cuáles son los parámetros a considerar en la recategorización?,manera
1300,76,"Si no transcurrieron 12 meses desde el inicio de actividad, ¿cómo se debe de realizar el cálculo a los efectos de la recategorización?",manera
1304,80,"Si por el tipo de actividad no se deben considerar determinados parámetros tales como: ingresos brutos, superficie afectada, energía eléctrica, monto de alquileres o precio unitario, ¿cómo se deben completar los campos correspondientes a cada parámetro al momento de realizar la adhesión o recategorización al Monotributo?",manera
1307,83,¿Qué parámetros se aplicarán para determinar la recategorización de oficio?,manera
1308,84,¿Cómo se notifica la recategorización de oficio cuando sea por controles sistémicos?,manera
1331,107,"Un contribuyente que obtiene ingresos como monotributista y le corresponde presentar el Impuesto sobre los Bienes Personales, ¿Cómo debe generar la declaración jurada?",manera
1340,115,¿Cuál es el tratamiento aplicable a los condominios?,manera
1342,117,¿Mediante qué formulario se podrá realizar el pago mensual en efectivo?,manera
1347,122,¿Cuáles son las formas de abonar el Monotributo?,manera
1352,127,¿Cómo se deben pagar las cargas sociales de los empleados?,manera
1353,128,¿Cómo se puede acceder al reintegro del componente impositivo?,manera
1356,131,¿Qué conceptos deberán abonar los asociados a Cooperativas de Trabajo?,manera
1357,132,"Si la cooperativa de trabajo se encuentra inscripta en el Registro Nacional de Efectores de Desarrollo Local y Economía Social, ¿existe algún tratamiento especial?",manera
1360,135,¿Cómo se puede regularizar la deuda de Monotributo de períodos posteriores a 07/2004?,manera
1361,136,¿Cómo reafectar pagos imputados erróneamente?,manera
1363,138,¿Qué efectos producen las deudas que figuran en el sistema?,manera
1364,139,¿Qué operaciones se pueden realizar dentro del servicio CCMA?,manera
1365,140,¿Cómo debo plantear las discrepancias con este sistema?,manera
1367,142,¿Qué métodos de facturación se pueden utilizar?,manera
1371,146,"Ante inconvenientes con el uso del Controlador Fiscal, ¿cómo se emitirán los comprobantes?",manera
1382,157,¿Cuál es la sanción por no exhibir la documentación correspondiente en el local?,manera
1383,158,¿Cuál es la sanción en caso de no poseer las facturas de respaldo de las operaciones realizadas?,manera
1384,159,¿Qué sucede si las operaciones no se encuentran respaldadas por las respectivas facturas?,manera
